"variablename","producttype","release_year","profile","category","_order","base","unittype","notinprofile","infltnfctr10to16"
"LgArm2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgPrs2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgGuj2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgHdi2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgUrd2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgOInd2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgOIEu2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgChi2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgJap2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgKor2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgMKhm2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgHmg2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgThai2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgLao2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgViet2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgOAsn2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgTag2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgOPI2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgNav2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgONNA2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgHung2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgArab2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgHeb2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgAfr2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgOLg2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"Pop5pl2","basic","NA",
"LgOEnLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgSpLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgFrLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgFrCLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgItLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgPrtLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgGrmLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgYidLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgOWGLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgScdLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgGrkLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgRusLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgPolLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgSCrLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgOSvLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgArmLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgPrsLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgGujLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgHdiLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgUrdLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgOInLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgOIELEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgChiLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgJapLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgKorLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgMKmLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgHmgLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgThaLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgLaoLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgVieLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgOAnLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgTagLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgOPILEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgNavLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgONALEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgHngLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgArbLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgHebLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgAfrLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"LgOLgLEP2","ACS","2006-2010, 2013-2017","Social","Language Spoken at Home",,"LgOEnLEP2","basic","NA",
"Pop_5","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Afg","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Alb","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Alsatn","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Amercn","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Arab","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Egyptn","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Iraqi","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Jrdnian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Lebanese","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Moroccan","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Palstnian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Syrian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"ArabSub","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"OArab","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Armenian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"AsyrChldS","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Austrln","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Austrian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Basque","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Belgian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Brzlian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"British","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Bulgrian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Cajun","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Canadian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"CarpRusn","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Celtic","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Croatian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Cypriot","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Czech","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"CzechSlv","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Danish","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Dutch","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"EEurpn","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"English","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Estonian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"European","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Finnish","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"FrNotBsq","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"FrCandian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"German","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"GermRus","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Greek","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Guyanese","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Hgrian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Icelndr","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Iranian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Irish","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Israeli","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Italian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Latvian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Lthian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Luxmbgr","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Macdnian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Maltese","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Nzealnd","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"NEurpn","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Norwgian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"PennGerm","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Polish","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Portgese","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Romanian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Russian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Scandnvn","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"SctchIrsh","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Scottish","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Serbian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Slavic","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Slovak","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Slovene","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"SvtUnion","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"SubSAf","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Cvrdean","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Ethpian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Ghanaian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Kenyan","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Liberian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Nigerian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Snglese","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"SLeonean","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Somali","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"SAfrican","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Sudanese","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Ugandan","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Zmbwean","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"African","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"OSubSAfr","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Swedish","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Swiss","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Turkish","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Ukrnian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Welsh","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"WIndNHsp","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Bahamian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Brbdian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Belizean","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Bermudan","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"BrtWInd","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"DchWInd","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Haitian","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Jamaican","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"TAndTob","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"USVrgIs","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"WIndSub","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"OWInd","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"YugoSlv","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"Othr","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"UnclsNR","ACS","2006-2010, 2013-2017","Social","Ancestry",,"Pop_5","basic","NA",
"HH3","ACS","2013-2017","Social","Computers and Internet Use",,"HH3","basic","NA",
"HHComp","ACS","2013-2017","Social","Computers and Internet Use",,"HH3","basic","NA",
"HHInt","ACS","2013-2017","Social","Computers and Internet Use",,"HH3","basic","NA",
"HH4","ACS","2006-2010, 2013-2017","Social","Social-Special Variable",,"AvgHHSz","basic","not in profile",
"Fam3","ACS","2006-2010, 2013-2017","Social","Social-Special Variable",,"AvgFmSz","basic","not in profile",
"HHPop1","ACS","2006-2010, 2013-2017","Social","Social-Special Variable",,"AvgHHSz","basic","not in profile",
"PopInFms","ACS","2006-2010, 2013-2017","Social","Social-Special Variable",,"AvgFmSz","basic","not in profile",
"Pop16pl","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"Pop16pl","basic","NA",
"LF","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"Pop16pl","basic","NA",
"CvLF1","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"Pop16pl","basic","NA",
"CvEm16pl1","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"Pop16pl","basic","NA",
"CvLFUEm1","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"Pop16pl","basic","NA",
"LFArmdF","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"Pop16pl","basic","NA",
"NLF1","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"Pop16pl","basic","NA",
"CvLF2","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"CvLF2","basic","NA",
"CvLFUEm2","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"CvLF2","basic","NA",
"F16pl","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"F16pl","basic","NA",
"F16plLF","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"F16pl","basic","NA",
"F16plCvLF","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"F16pl","basic","NA",
"F16plCLFE","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"F16pl","basic","NA",
"OChU6","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"OChU6","basic","NA",
"OChU6PLF","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"OChU6","basic","NA",
"OCh6t17","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"OCh6t17","basic","NA",
"OC6t17PLF","ACS","2006-2010, 2013-2017","Economic","Employment Status",,"OCh6t17","basic","NA",
"Wrkr16pl","ACS","2006-2010, 2013-2017","Economic","Commute to Work",,"Wrkr16pl","basic","NA",
"CW_DrvAln","ACS","2006-2010, 2013-2017","Economic","Commute to Work",,"Wrkr16pl","basic","NA",
"CW_Crpld","ACS","2006-2010, 2013-2017","Economic","Commute to Work",,"Wrkr16pl","basic","NA",
"CW_PbTrns","ACS","2006-2010, 2013-2017","Economic","Commute to Work",,"Wrkr16pl","basic","NA",
"CW_Wlkd","ACS","2006-2010, 2013-2017","Economic","Commute to Work",,"Wrkr16pl","basic","NA",
"CW_Oth","ACS","2006-2010, 2013-2017","Economic","Commute to Work",,"Wrkr16pl","basic","NA",
"CW_WrkdHm","ACS","2006-2010, 2013-2017","Economic","Commute to Work",,"Wrkr16pl","basic","NA",
"MnTrvTm","ACS","2006-2010, 2013-2017","Economic","Commute to Work",,"mean","mean","NA",
"CvEm16pl2","ACS","2006-2010, 2013-2017","Economic","Occupation",,"CvEm16pl2","basic","NA",
"MgBSciArt","ACS","2006-2010, 2013-2017","Economic","Occupation",,"CvEm16pl2","basic","NA",
"Srvc","ACS","2006-2010, 2013-2017","Economic","Occupation",,"CvEm16pl2","basic","NA",
"SalesOff","ACS","2006-2010, 2013-2017","Economic","Occupation",,"CvEm16pl2","basic","NA",
"NRCnstMnt","ACS","2006-2010, 2013-2017","Economic","Occupation",,"CvEm16pl2","basic","NA",
"PrdTrnsMM","ACS","2006-2010, 2013-2017","Economic","Occupation",,"CvEm16pl2","basic","NA",
"CvEm16pl3","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"AgFFHM","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"Constctn","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"Mnfctrng","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"Whlsale","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"Retail","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"TrWHUt","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"Info","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"FIRE","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"PrfSMgAWM","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"EdHlthCSA","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"ArtEnRAFS","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"OthnotPA","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"PubAdmin","ACS","2013-2017","Economic","Industry",,"CvEm16pl3","basic","NA",
"CvEm16pl4","ACS","2006-2010, 2013-2017","Economic","Class of Worker",,"CvEm16pl4","basic","NA",
"PrvWSWrkr","ACS","2006-2010, 2013-2017","Economic","Class of Worker",,"CvEm16pl4","basic","NA",
"GvtWrkr","ACS","2006-2010, 2013-2017","Economic","Class of Worker",,"CvEm16pl4","basic","NA",
"SlfEmNInc","ACS","2006-2010, 2013-2017","Economic","Class of Worker",,"CvEm16pl4","basic","NA",
"UpdFmWrkr","ACS","2006-2010, 2013-2017","Economic","Class of Worker",,"CvEm16pl4","basic","NA",
"HH2","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HHIU10","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HHI10t14","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HHI15t24","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HHI25t34","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HHI35t49","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HHI50t74","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HHI75t99","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HI100t149","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HI150t199","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"HHI200pl","ACS","2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"MdHHInc","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"median","median","NA",
"MnHHInc","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"mean","mean","NA",
"Inc_SoSec","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"Inc_Rtrmt","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"Inc_SpSec","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"Inc_CPbA","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"Inc_SNAP","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"HH2","basic","NA",
"Fam2","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FamIU10","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FamI10t14","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FamI15t24","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FamI25t34","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FamI35t49","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FamI50t74","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FamI75t99","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FI100t149","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FI150t199","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"FamI200pl","ACS","2013-2017","Economic","Income and Benefits",,"Fam2","basic","NA",
"MdFamInc","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"median","median","NA",
"Nfam2","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"Nfam2","basic","NA",
"MdNFInc","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"median","median","NA",
"PerCapInc","ACS","2006-2010, 2013-2017","Economic","Income and Benefits",,"mean","mean","NA",
"MdEWrk","ACS","2006-2010, 2013-2017","Economic","Earnings",,"median","median","NA",
"MdEMFTWrk","ACS","2006-2010, 2013-2017","Economic","Earnings",,"median","median","NA",
"MdEFFTWrk","ACS","2006-2010, 2013-2017","Economic","Earnings",,"median","median","NA",
"CvNIPop2","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvNIPop2","basic","NA",
"HIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvNIPop2","basic","NA",
"PvHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvNIPop2","basic","NA",
"PbHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvNIPop2","basic","NA",
"NHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvNIPop2","basic","NA",
"CvNIU18_2","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvNIU18_2","basic","NA",
"U18NHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvNIU18_2","basic","NA",
"CNI1864_2","ACS","2013-2017","Economic","Health Insurance Coverage",,"NA","basic","NA",
"CvLF18t64","ACS","2013-2017","Economic","Health Insurance Coverage",,"NA","basic","NA",
"CvLFEm","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvLFEm","basic","NA",
"EmHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvLFEm","basic","NA",
